,tweet,subtask_a
5095, hi brit i was notified by twitter account that he placed me on  of his target liststerrorist loland antifa not so funny he's got high profile people like you on his list and then he's got random citizens on his lists i have notificed ,NOT
5096,  go back to alpha sara will report more today omega is coming truth trust the plan maga  we are the plan  truth,NOT
5097, wait for itgun controloh wait hoggy boy is in canada ,NOT
5098,  pitches right down the middle while no one else is having trouble with this guy its unbelievable he is playing with the season on the line,NOT
5099, do you have the state rightcali and chicago are protected by many strict gun control laws,OFF
5100, hahahait didnt happen so she is fine,NOT
5101, she is a bad girl  bad bad gril ,NOT
5102, happy to connect ,NOT
5103, we've got a big story coming out most probably next week about the communist origins of antifa i hope you can join us ,NOT
5104, fk that,NOT
5105, you’ve got too many newyork liberals moving into the state i see it in my town,NOT
5106, rabid nationalists who've been misled into thinking it's the liberals who are globalists,NOT
5107, those other three are activist judges they must be conservatives,NOT
5108, why didn't she save her grandfather in puerto rico if she had that kind of cash bc she is socialist,NOT
5109, thank you for allowing me aboard proudly following all patriots ,NOT
5110, lmbo she's like pelosi she thinks she important because she is a female she is a destriment to society and real women,OFF
5111, oh what a tangled web we weave when first we practice to deceive give it up serena you are looking silly now,OFF
5112, i will be looking to invest offshore after this,NOT
5113, he was almost shot and that makes him an expert,NOT
5114, this message is also going to get antifa members killed  if the open carry nuts feel someone is trying to kill them by taking their gun they will defend themselves  and will probably not face jail whereas someone actively stealing a gun will,OFF
5115, this is all political theater are liberals really that stupid to believe that the fbi investigates state crimes especially incidents that happened  years ago by a juvenile this is nothing more than a tactic to delay kavanaugh’s confirmation,NOT
5116, perhaps we have zeroed in on the problem with liberals their fruits and vegetables are unclean,NOT
5117, it’s ridiculous all the sock puppet accounts apparently have marching orders to start a boycott of the film a lot of maga snowflakes thankfully most of them are on our list of known sock puppets so blocking the rest wasn’t hard,NOT
5118, i can't stand looking at him ,NOT
5119, if you are prepared to go through the necessary training and background checks then you should be able to carry a concealed firearm,NOT
5120, please get out to vote republican right down the ticket or pelosi gets back into control,NOT
5121, be sure to just cover liberals' pov that's what you do not fair amp balanced,NOT
5122, by making conservatives so sick we can't make it to the polling place,OFF
5123, my fault was never with news crews reporting from within disaster areas it was only with live shots in dangerous situations i think it's detrimental because a viewer could see that and say if he or she is out in that weather it can't be that bad,NOT
5124, liberals don't appreciate your sarcasm they thought you were on their side,NOT
5125,  of  support chief's comments i'd recommend reading excellent true crime book in plain sightthe kaufman county prosecutor murders  by kathryn casey victims were all armed da very heavily and prepared to protect themselves not about gun control but,NOT
5126, i find it very offensive that you know what black people feel as a black not african because i was born in america want recognition then build your own stuff it's the same with conservatives that cry about censorship if you don't like the rules build your own house ,OFF
5127, time these “antifa” thugs were made a proscribed organisation  or cleaned their act up everyone has a right of protest  nobody has a right of extreme violent protest,NOT
5128, ok on second thought antifa wasn't even a thing when this was done i don't think but solidarity with israel shows that somebody is in denial of certain actions on israel's part,NOT
5129, the left doesn’t care they victimize women and minorities for political gain same story different democrat ,OFF
5130, he is a fucking sweetheart and deserves the world godamn it,NOT
5131, just be careful because i got a suspension for using a meme that said gaf once mirror ,NOT
5132, odd how conservatives keep getting exposed of being child fuckers thats why they're against abortion more victims,OFF
5133, wow those liberals are so uncivil and full of hate ,OFF
5134, yes he is,NOT
5135, because she is in labour friends of israel ,NOT
5136, explain to me where i said that wasn’t true i know what due process means i know when anyone goes to court over a crime like that it affects their lives he is not exempt from the process or ridicule,OFF
5137, how is it you had a document that all those women signed if you didn’t know anything about the accusation sounds to me a cover up was planned you are a disgrace to the office you hold,OFF
