,tweet
6968, who in the hell does she think she is acussed doesn’t mean guilty a women accused a man that man has a voice and has a right to clear his name “she” needs to 
6971, today collins is back with another excuse to vote yes it's all disgusting every gop rep can see what he is they won't stop working against the common man 
6973, good shit
6974, anyone else think she is a lying opportunist yeah
6977, bullshit people died because of an incompetent government in puerto rico and you can start with that mayor stop lying gutierrez
6980, is really that bitch wow
6985, i dimly remember an econ theory that might apply to chicago what was it “guns and butthurt”
6986, whataboutism is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy
6988, america is being destroyed by our president he is a cancer to democracy that is what is sad
6993, i'm sure she's worried give me a break dana is doing a job you know where u make a living and pay for your own healthcare etc you dirt bags that don't even shower crying about gun control should try it
6994, billy bargain 
6995,  the death threats thing is disgusting the party of “family values” says antifa are so dangerous or any resistance group has kavanaugh and family had death threats inquiring minds want to know
7001, bit of a celebrity my ass
7004, if isaac is ' now how fucking tall is that guy behind you my dude
7007, so i'm not sure she is a woman for one mostly men throw out insults like that to each other or mean ugly feminist cat women with penis envy
7011, poor triggered snowflake 
7012, he is one crazy person
7020, conservatives the trailer trash party of canada
